,prof_id,quality,difficulty,comment
0,2326534,1.0,5.0,"Liza's class was my worst experience at W&amp;L. Despite seriously giving this class my all and showing up for every class, and the fact that the syllabus says the grade is participation based, Liza gave me a B because my dance technique wasn't good enough. If you take this class and you're not a professional dancer, be prepared to get a B!!"
1,2326534,4.0,2.0,"Her Intro to Modern Dance class was a fun way to fulfill an Arts requirement. She does a lot of technique but it gets better when you actually learn some dances. It is a long class, though, more so at the end of the term since its dark at 6 when class ends. Lots of reading + journal entries and grading is fair pretty fair (based on effort)."
2,2220049,5.0,2.0,"Prof. Sandberg is so kind! I really loved our film class, and I felt it was pretty easy to maintain an A. Participation matters, but it's not that hard to discuss the films even if you get behind on the readings. Intro to film was a really great (and easy!) HL FDR! I would take Prof. Sandberg again every semester if I could."
3,2220049,4.0,2.0,"FILM 233 was a fun, chill class. We watched foreign films then talked about them, and besides a a few more involved group projects, there was not an overwhelming amount of assessments. She's an easy grader, so I got to focus on the subject rather than tests or papers."
4,2220049,4.0,3.0,"Great director. She knows her stuff. Typical W&amp;L,professor, a geek but this mis cool."
5,2220049,4.0,3.0,Tough but good. Learned a ton about film and she knows the industry inside and out. Knows a lot about film around the world
6,2220049,1.0,4.0,honestly get out while you still can
7,2220049,2.0,4.0,it was Not Great but better than her other ones I think??? who even knows godspeed
8,2220049,1.0,4.0,"Do not take this professor! Her classes seem really interesting, but the workload and overall style of teaching makes the topics miserable. Very unwavering with due dates, even if one of her classes you're in is preventing you from finishing a paper for another one of her classes. There are a lot of great theater faculty at W&L. Do not take her!!!!"
9,2220049,1.0,3.0,"Demands a lot but isn't understanding when you may not have as much time as she desires for a one credit class. My friends in other classes found her to be very demanding as well, especially in the amount of outside work. I wouldn't take a class with her again, even if it were a play that I would have very much wanted to be a part of (i.e.: 1984)."
10,2220050,5.0,2.0,He's the BEST teacher at W&amp;L. The man has hung out with Bob Dylan before for god's sake. If you get the chance to take him you have to.
11,2220050,5.0,3.0,"Professor Ball was amazing, and his Beat Generation class was one of the most interesting courses I have taken at W&amp;L. He spent time with many of the writers during that time, and had personal anecdotes for every class. I would definitely recommend taking one of his classes"
12,135188,1.0,5.0,"I recommend you take this class if you want to put yourself through an hour and a half of straight note-taking. You will only do well in this class if you have a photographic memory and can remember everything you hear because his slides have no text. Only four grades and final exam is brutal. Don't take to fulfill an FDR, you'll regret it. "
13,135188,5.0,3.0,"I took Professor Bent's ARTH101 on a whim after dropping chem. The material is so interesting &amp; Prof Bent's lectures are incredibly engaging. If you study the images &amp; the readings 4-5 hours for each quiz, then they are actually pretty rewarding to take. GR8 professor, do not be scared away from the class bc of the workload- it's def doable."
14,135188,5.0,4.0,i love george bent!
15,135188,5.0,4.0,Prof. Bent is a wonderful professor. He is so passionate about teaching students and he is a real expert in Renaissance art. I would recommend any W&amp;L student to take at least one class with him!
16,135188,3.0,4.0,"He is a very knowledgeable professor, but will not cut you any slack. He grades very tough with no opportunities for extra credit. Don't take his classes unless you're really passionate about art history."
17,135188,5.0,4.0,Such an amazing guy. Lectures are very interesting and fun. He is very personable and office hours are always enjoyable. He is a hard grader on papers.
18,135188,4.0,4.0,"Great Professor. Really interesting lectures. The one and only downside you might find is that the tests are not easy. If you're into memorizing about 35 pictures' titles, periods, locations, and artists, then this is the class for you."
19,135188,4.0,4.0,"Loved Dr. Bent! So knowledgable and his lectures were fascinating. Took this for an FDR and ended up loving it. However, it does get pretty difficult and there's heavy memorization. There's some disconnect between term sheets and images on tests. DON'T MISS CLASS. Lectures pack in a lot of info you can't get in the book. ALWAYS read the articles."
20,135188,1.0,5.0,"Lectures are brutal and have no text.  Talks too fast.  All about memorization, not about art."
21,135188,5.0,4.0,"Cannot say enough great things about Bent. He is demanding in a way that makes you feel very good about being successful. His lectures are gripping, tests are CHALLENGING (memorize/read everything), and papers should be prepped for as far in advance as he says. Highly recommend for students looking for a rigorous, yet fascinating, course."
22,135188,5.0,4.0,"An absolutely incredible guy, and one of the best professors at W&L. Extremely interesting, knowledgeable and passionate about everything he teaches. He makes an immense effort to enhance all of his students' understanding and appreciation for the material and subject. If you graduate without taking him, you're missing a life changing influence. "
23,135188,5.0,3.0,"I loved my class with Professor Bent. I highly recommend you take any of his classes, especially his Italian Renaissance course. He's a fair grader. His lectures are very entertaining easy to follow. He is my favorite professor I have had so far at Washington and Lee."
24,135188,5.0,5.0,"Professor Bent is not only the best professor I've encountered here, but the best teacher. I'm not majoring in Art History, but he loves what he teaches, and you won't be able to help but love it too. His assignments are challenging and stressful, and it is tough to get an A. However, if you love to learn, take a class of his. You won't regret it. "
25,135188,3.5,5.0,"Brilliant professor. Funny, energetic, witty, and knows his stuff. Makes you look at art history in a completely new light. Challenges your way of thinking and looks to push you out of your comfort zone. Not an easy grader, but he respects hard workers and those who take a genuine interest in his class. Worth the work."
26,135188,5.0,5.0,"He is a life-changing professor. His enthusiasm and interest are unsurpassed by any professor I have ever had. He loves seeing students in office hours and his lectures are captivating--I have never been bored for one minute. Easily my favorite professor, but a very hard grader with specific demands."
27,135188,1.5,5.0,"He knows his stuff, but the class was incredibly difficult.  I had never received a final grade less than an A on any course ever until I took his class, in which I got a B+.  Do not take if you really care about your GPA.  That said, he is incredibly smart and I learned a lot.  Overall - 1/5 would not take again."
28,135188,5.0,5.0,"Professor Bent is an amazing teacher and really cares about his students and subject.  That being said, do not take his class if you are looking for an easy art credit.  You will be intellectually pushed by him and his class can become very difficult.  Make sure you review your notes after each class and start learning the material before quiz time"
29,135188,5.0,5.0,An intellectual force not to be surpassed by anyone at W&L.
30,135188,5.0,5.0,"The most awesome professor I've ever encountered. Helpful, challenging, brilliant - he will really push you but you will love every minute of it."
31,135188,5.0,4.0,"There are very few Professors like Bent. He cares so much for his students and his subject. You'll work hard, but you'll pretty much love every moment of it."
32,135188,5.0,5.0,Amazing. Knows his stuff inside and out. Don't leave W&L without taking one of Bent's classes; you'll find it incredibly rewarding.
33,135188,5.0,4.0,"He is the man and make you love art history. Incredibly well-versed, articulate and intelligent about his subject. He makes his class the optimal W&L classroom experience. You will become a better writer and student by taking one of his classes."
34,135188,4.0,5.0,BENT IS AWESOME. No elaboration necessary.
35,135188,5.0,4.0,Absolutely amazing. He will make you want to be an art history major. Extremely knowledgeable and personal and a huge asset to the university. Professors like Bent are what make W&L so amazing.
36,135188,5.0,3.0,The reason to take art history classes.
37,135188,5.0,3.0,Amazing! He really knows his stuff (backwards AND forwards). There's no question as to whether or not he loves art history. He'll make you love it too!!
38,135188,5.0,5.0,No Comments
39,135188,3.5,5.0,Wonderful!  I loved this class!
40,135188,5.0,5.0,No Comments
41,135188,5.0,5.0,"Professor Bent establishes himself as the best, most informative, engaging and charismatic teacher at Washington and Lee."
42,135188,5.0,5.0,he is a god.
43,135188,5.0,5.0,Makes the material come to life.
44,135188,5.0,4.0,"Quite possibly the best professor at this college. Taking a course with him should be a requirement. He will make you work hard, but it is such a pleasure to do it that it almost can't be considered a class. It is impossible to convey his teaching style. You just have to see for yourself."
45,135188,5.0,4.0,Great Professor! He will make you want to major in art history.
46,1697841,5.0,3.0,Professor Kerin's class was the one of the most engaging and intellectually stimulating course I've taken so far.  She allows for flexibility within the curriculum so she can cater the material to her students' interests.  All of the assigned readings were interesting and made for great class discussions.  I highly recommend her class!
47,1697841,5.0,2.0,I absolutely adore this woman. Like everyone should take one of her classes she is AWESOME. I really think that having a teacher that is passionate about what they are teaching is one of the most valuable tools for a student to have in a class and to engage with and that is exactly Professor Kerin.
48,1697841,5.0,5.0,"Professor Kerin's passion for her field is evident in the way she lectures. She looks at art and religion with an empathetic and insightful eye and inspires her students to do the same. Her midterm and final are very difficult, so if you are not willing to do the work, do not take this class. If you are willing to do the work, absolutely take her."
49,1697841,4.0,4.0,"You will know more Asian art than when you started! Passionate, knowledgeable, and a good lecturer. My critique though is too much reading for barely using that textbook information - just pay attention in class and take notes. Be able to make connections. I'm glad I took this course; she made me appreciate these beautiful pieces!"
50,1697841,2.0,4.0,"Very tardy in returning grades and assignments, even when we only had 2-3 assessments in a term. Either didn't respond to clarification emails or gave curt, unhelpful responses. Sporadic, scattered lectures that were hard to pay attention to. I felt consistently condescended to and dreaded this class, even though I'd used my pick-one on it."
51,1697841,5.0,4.0,Professor Kerin is an amazing lecturer and is very dedicated to her profession. I did not need to take her class but I did because I thought it would be interesting and it was one of the most engaging classes I have taken in college. Her one down side would be that her final exam/exams in general areoverly difficult for the type of class that it is
52,1697841,4.0,5.0,"First, I'd like to say that I have no intention of being an Art History major. I took this class because I like asian art and thought the class sounded interesting. However, I didn't realize how much time I would have to put into this class. Lots of reading, lots of unnecessary memorization for tests."
53,1697841,5.0,4.0,"Professor Kerin is one of my  favorite professors in the Art and Art History department. Her classes are engaging and informative, and her passion for the material is contagious. Truly one of W&L's greatest."
54,1697841,2.0,4.0,Extremely disorganized and unclear about what she wants. Studying for midterms and exams was practically impossible. Either doesn't return grades back or returns them very late. Will absolutely be avoiding in the future.
55,1697841,2.5,3.0,"Melissa Kerin is the love of my life. On the first day of this class, she convinced me that the web of issues surrounding the designation of ""non-Western"" art are the most important things in the world. Very knowledgeable, fascinating class and professor. The syllabus changed frequently, which although was confusing didn't hinder my experience."
56,1697841,4.5,4.0,"She's one of my favorite professors at W&L---and easily one of the most passionate. If you love Asian art--or even if you just want to learn more about art history ""in the periphery,"" I would highly recommend Professor Kerin. She really knows her stuff, makes class interesting, and provides an immense amount of guidance. "
57,1697841,4.5,3.0,"Wonderful professor! She's sweet, interesting, and very helpful. Class is so interesting and the work is never busy, always engaging and meaningful. 10/10 would recommend if interested in arts of Asia."
58,1697841,5.0,3.0,Professor Kerin is one of the most engaging and enthusiastic professors I've had at W&L. She is incredibly knowledgeable about the subject and offers thoughtful lectures that yield interesting class discussion. She is also very kind and understanding and is extremely pleasant to interact with.
59,1697841,1.5,5.0,"Not a great teacher. Not helpful and always late for meetings, if she shows up at all. Doesn't return work for a long time. Not a great WL experience."
60,1697841,1.5,4.0,I'll never take another course with this professor. She is VERY condescending.
61,1697841,5.0,3.0,"Prof Kerin is the best professor I have had so far! She knows what she is talking about. You will have to work your hard to get good grades though, but you will surely learn a lot. she is very helpful, always there, good humored and gives constructive feedback. Do I recommend her? YES YES YES!! You won't regret, I promise. :)"
62,2150453,4.0,3.0,"Professor Youngman is great. This class is really interesting if you want to go into law. Youngman really cares about her students and is easily available outside her class. I would take as many classes with her as I could. She is very reasonable with grading, and if you put forth the basic effort you can get an A."
63,2150453,4.0,3.0,"Prof. Youngman's class can be done in one of two ways. You can either not read and really pay attention in class,  but participate very little. On the other hand, if you do the reading, you can partially pay attention in class to get clarifications on the reading, and participate. The more you participate, the more she likes you."
64,2613307,5.0,3.0,"Just outstanding - she is the type of professor that makes W&L great. Professor Fisher gives copious feedback and is always available to meet. Her classes are also quite interesting and will teach you how to productively think about environmental issues. Typically grading is based off of only a few papers and participation,"
65,2613307,5.0,3.0,She was a new professor last year but she's awesome and I'm definitely taking her courses again. Grades are based on papers cause there are no quizzes but she's a very fair grader and gives lots of good feedback. Highly highly recommend her.
66,1105980,5.0,4.0,"Professor Gavaler is one of my favorite professors I've had as a first year. His superhero seminar is a great class. Very engaging, encourages everyone to participate, and challenges us to think deeper. Overall just a really nice, funny, interesting guy. I would highly recommend taking Gavaler for a writing seminar if he's teaching one."
67,1105980,5.0,3.0,"Professor Gavaler is one of the best professors I have ever had. He is extremely helpful, and an absolutely fantastic professor. Take his classes! He is also very engaging, and discussions are enlightening."
68,1105980,4.0,2.0,Fantastic Professor. I cannot stress how much I loved his class. His interests are so awesome and unique. He's also very approachable and really loves to interact with his students. I would 1010 recommend. 
