,prof_id,first_name,school_id,school_name
0,1802240,Matthew,1101,University of Georgia
1,2727939,Xiaozhong John,1101,University of Georgia
2,2465796,Ashley,1101,University of Georgia
3,2834436,Dallin,1101,University of Georgia
4,1966088,Sean,1101,University of Georgia
5,1376267,Gary,1101,University of Georgia
6,2015244,William,1101,University of Georgia
7,2416653,Jake,1101,University of Georgia
8,2744334,Angela,1101,University of Georgia
9,2383892,Richard,1101,University of Georgia
10,2433047,Philip,1101,University of Georgia
11,884760,Nathan,1101,University of Georgia
12,1048615,Sudhagar,1101,University of Georgia
13,2097194,Luke,1101,University of Georgia
14,2474027,Jason,1101,University of Georgia
15,2293805,Shiyu,1101,University of Georgia
16,1998897,Hamideh,1101,University of Georgia
17,786485,Ken,1101,University of Georgia
18,2826295,Blessing,1101,University of Georgia
19,786488,Martijn,1101,University of Georgia
20,2637884,Forrest,1101,University of Georgia
21,1646653,Ashley,1101,University of Georgia
22,2277438,Ben,1101,University of Georgia
23,1818687,Courtney,1101,University of Georgia
24,1818690,Greg,1101,University of Georgia
25,1720386,Anne,1101,University of Georgia
26,1485536,Sunkoo,1101,University of Georgia
27,1818693,Raymond,1101,University of Georgia
28,1818695,Kathryn,1101,University of Georgia
29,2662474,Catherine,1101,University of Georgia
30,1269837,Christina,1101,University of Georgia
31,2809936,Chelsea,1101,University of Georgia
32,835665,Victor,1101,University of Georgia
33,2220114,Gina,1101,University of Georgia
34,2564179,Sophia,1101,University of Georgia
35,1302611,Diego,1101,University of Georgia
36,1302610,Betty,1101,University of Georgia
37,2736218,Snarkleberry,1101,University of Georgia
38,704606,Frank,1101,University of Georgia
39,196703,David,1101,University of Georgia
40,950370,Maria,1101,University of Georgia
41,950371,Phil,1101,University of Georgia
42,1900648,Kacie,1101,University of Georgia
43,1081450,Heather,1101,University of Georgia
44,2613356,Jordan,1101,University of Georgia
45,196718,Michael,1101,University of Georgia
46,475248,Akira,1101,University of Georgia
47,2138226,Christopher,1101,University of Georgia
48,2613363,Mallory,1101,University of Georgia
49,475253,Elizabet,1101,University of Georgia
50,196729,Olga,1101,University of Georgia
51,2080891,Longlong,1101,University of Georgia
52,761980,Janet,1101,University of Georgia
53,2596994,Brittany,1101,University of Georgia
54,2449539,Megan,1101,University of Georgia
55,1089668,Levon,1101,University of Georgia
56,2482309,Gary,1101,University of Georgia
57,2695302,Maira,1101,University of Georgia
58,450700,Eugene,1101,University of Georgia
59,2269325,Antonio,1101,University of Georgia
60,2318482,Isabel,1101,University of Georgia
61,852114,Marilyn,1101,University of Georgia
62,270488,Rg,1101,University of Georgia
63,2220184,Diana,1101,University of Georgia
64,2384024,Vincent,1101,University of Georgia
65,2064539,Kim,1101,University of Georgia
66,2302108,Ty,1101,University of Georgia
67,2547871,Jeffery,1101,University of Georgia
68,2252960,Benjamin,1101,University of Georgia
69,2564257,Muhammad,1101,University of Georgia
70,2039970,Zhongjin,1101,University of Georgia
71,2064547,Nicholas,1101,University of Georgia
72,2506915,Kelsey,1101,University of Georgia
73,2711717,Manasi,1101,University of Georgia
74,2031778,Filip,1101,University of Georgia
75,2138279,Jaume,1101,University of Georgia
76,1974431,Xianqiao,1101,University of Georgia
77,639145,Damaris,1101,University of Georgia
78,2203818,Nikolay,1101,University of Georgia
79,2130090,Jieun,1101,University of Georgia
80,2080937,Kimberlee,1101,University of Georgia
81,1441965,Emily,1101,University of Georgia
82,2703534,Shuang,1101,University of Georgia
